0     0.9032
0.5   0.9467

1.5   0.9032
2     0.968

3     0.8903
3.5   0.9584

4.5   0.8819
5.0   0.9581

6.0   0.9032
6.5   0.9467

7.5   0.9032
8.0   0.9467

9.0  0.9032
9.5  0.9733
